File,Subject,Gender,Emotion,Emotion_Id,spikes_mel_spect,mean_mel_spect,min_mel_spect,max_mel_spect,var_mel_spect,std_mel_spect,sum_mel_spect,spikes_chroma_stft,mean_chroma_stft,var_chroma_stft,std_chroma_stft,sum_chroma_stft,spikes_rms,mean_rms,max_rms,var_rms,std_rms,sum_rms,spikes_spec_cent,mean_spec_cent,min_spec_cent,max_spec_cent,var_spec_cent,std_spec_cent,sum_spec_cent,spikes_spec_bw,mean_spec_bw,min_spec_bw,max_spec_bw,var_spec_bw,std_spec_bw,sum_spec_bw,spikes_spec_rolloff,mean_spec_rolloff,min_spec_rolloff,max_spec_rolloff,var_spec_rolloff,std_spec_rolloff,sum_spec_rolloff,spikes_spec_cont,mean_spec_cont,min_spec_cont,max_spec_cont,var_spec_cont,std_spec_cont,sum_spec_cont,spikes_zcr,mean_zcr,min_zcr,max_zcr,var_zcr,std_zcr,sum_zcr,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
eNTERFACE05_Dataset\subject_10_m\sadness\sentence,1\s10_sa_1,10,m,sadness,4,1323,1.4173413515090942,5.216675424968287e-10,459.2779541015625,106.9459457397461,10.341466903686523,27000.353515625,757,0.376278817653656,0.09595099836587906,0.30975958704948425,677.3018798828125,77,0.06785841286182404,0.18061992526054382,0.0016506841639056802,0.04062861204147339,10.17876148223877,49,1916.3834017249167,760.8549960888536,4858.871766214545,985376.403926973,992.6612735102408,287457.5102587375,68,1955.4798433157855,1284.095517553112,2700.8427677150453,128904.12208456338,359.032202016147,293321.97649736784,66,3757.90283203125,936.6943359375,6987.5244140625,2870732.1497261524,1694.3235079895906,563685.4248046875,358,22.352698056278534,2.2449385199931258,47.78965299218789,86.36168893772873,9.293098995369022,23470.332959092462,34,0.10220703125,0.025390625,0.4599609375,0.010182496134440106,0.10090835512701664,15.3310546875,-231.8629150390625,109.47364807128906,-11.275015830993652,28.24772834777832,-23.00139045715332,10.259075164794922,-28.769023895263672,-6.308136940002441,-20.654088973999023,-5.866942405700684,-10.756731986999512,-7.4636688232421875,-4.640298843383789,-6.840670585632324,-10.747599601745605,-3.8063182830810547,-8.056719779968262,-1.0839956998825073,-12.794204711914062,3.2872471809387207
eNTERFACE05_Dataset\subject_10_m\sadness\sentence,2\s10_sa_2,10,m,sadness,4,1361,2.1762216091156006,5.561344162963167e-10,981.2835693359375,274.3936462402344,16.564830780029297,41457.0234375,773,0.3756004273891449,0.09866982698440552,0.31411755084991455,676.0807495117188,75,0.07723705470561981,0.20189784467220306,0.0037031511310487986,0.06085352227091789,11.58555793762207,67,2068.067517221457,925.2343067018767,4675.593241483024,978371.6579407979,989.1267148049322,310210.1275832185,76,1964.918378022869,1222.0644511300459,2710.827384731348,180826.3393778563,425.2368038844431,294737.7567034304,74,3976.68017578125,1162.79296875,6815.2587890625,3464338.0006477833,1861.2732203112425,596502.0263671875,366,22.405395482054523,6.4385753592240595,47.081261106032365,81.25366198587747,9.014081316799704,23525.66525615725,61,0.11630533854166666,0.0341796875,0.33544921875,0.0063706165843539775,0.07981614237955864,17.44580078125,-237.60101318359375,103.7500228881836,-12.381377220153809,23.75763702392578,-30.497102737426758,5.135526180267334,-22.835905075073242,-4.8977131843566895,-18.276765823364258,-7.174138069152832,-12.604534149169922,-5.364212989807129,-0.1509590595960617,-10.265097618103027,-12.648929595947266,-3.9782471656799316,-4.607367515563965,-5.190894603729248,-10.608173370361328,4.157264232635498
eNTERFACE05_Dataset\subject_10_m\sadness\sentence,3\s10_sa_3,10,m,sadness,4,1527,0.6791432499885559,4.5634834799912483e-10,219.9693603515625,34.59348678588867,5.881622791290283,16128.9736328125,1004,0.41956546902656555,0.09074924141168594,0.30124613642692566,941.5048828125,91,0.04271579161286354,0.12232387810945511,0.001181802712380886,0.034377358853816986,7.987853050231934,86,2107.4535964865136,762.5481010668198,4672.436168620771,759046.7134803517,871.2328698346681,394093.82254297804,91,2006.6199551084724,1331.865589463776,2712.147220481628,133641.50972810833,365.5701160216851,375237.93160528434,97,4196.095838903743,990.52734375,7095.1904296875,2549233.4888154524,1596.6319202669888,784669.921875,430,21.069027445126515,6.270690550288707,44.509673615665996,73.47059610655145,8.57149905830663,27579.35692567061,75,0.12296331885026739,0.02783203125,0.4150390625,0.006759228584044975,0.08221452781622586,22.994140625,-273.8940124511719,104.62550354003906,-20.742090225219727,27.782743453979492,-21.176128387451172,10.427085876464844,-27.421945571899414,-2.1170969009399414,-15.533610343933105,-5.0954484939575195,-8.65328598022461,-4.462297439575195,-3.1754512786865234,-6.2145771980285645,-10.847604751586914,-3.0304760932922363,-6.4499311447143555,-1.2098008394241333,-10.036359786987305,2.062221050262451
eNTERFACE05_Dataset\subject_10_m\sadness\sentence,4\s10_sa_4,10,m,sadness,4,590,1.7595577239990234,4.786899210351692e-10,424.87335205078125,243.95872497558594,15.61917781829834,18547.498046875,405,0.4086354374885559,0.09804554283618927,0.3131222426891327,407.0008850097656,29,0.0626094862818718,0.2041926085948944,0.003793745068833232,0.06159338355064392,5.196587562561035,28,2037.89978147698,1085.557467418139,4881.590834063781,999496.3169644936,999.7481267621829,169145.68186258935,35,1979.2978295392738,1367.0960112811474,2707.8432328214053,142258.7918603317,377.17209846478795,164281.71985175973,34,4021.909415003765,1819.5556640625,6901.3916015625,2611029.30854654,1615.867973736264,333818.4814453125,212,22.26884495218311,7.779481017177673,46.80685128595235,75.55568615325673,8.692277385890117,12938.198917218386,26,0.12426463667168675,0.03955078125,0.45751953125,0.011787037524797692,0.10856812388909413,10.31396484375,-261.9066162109375,108.80616760253906,-14.060474395751953,25.504173278808594,-20.620264053344727,11.65418529510498,-18.770597457885742,-5.269057750701904,-19.795141220092773,-2.4609010219573975,-0.8870069980621338,0.5555720925331116,0.23412369191646576,-7.558154106140137,-9.835537910461426,-1.7683693170547485,-4.427220821380615,-1.8305858373641968,-8.88496208190918,7.482358455657959
eNTERFACE05_Dataset\subject_10_m\sadness\sentence,5\s10_sa_5,10,m,sadness,4,1523,1.1439639329910278,6.545857189621529e-10,418.0081787109375,63.508426666259766,7.969217300415039,17869.861328125,679,0.45424702763557434,0.08745252341032028,0.29572373628616333,670.4686279296875,68,0.05701832473278046,0.1417636275291443,0.0020724532660096884,0.04552420601248741,7.013254165649414,59,2165.8980308845257,738.5911882818248,4572.016038436741,816882.2798876441,903.8154014441467,266405.45779879665,68,1882.199822789373,1089.5994480567122,2462.932315025107,184384.16951482274,429.3997781960568,231510.57820309288,65,4055.244855182927,958.2275390625,6459.9609375,3074535.5893025296,1753.4353678714622,498795.1171875,285,21.50951273194957,6.698632258850644,47.95849936760461,88.20349079794367,9.39167135274354,18519.69046220858,56,0.13916015625,0.0390625,0.39013671875,0.006248698971135829,0.07904871264692316,17.11669921875,-246.83558654785156,108.86949157714844,-28.000646591186523,24.473520278930664,-31.429670333862305,5.347681999206543,-20.29637336730957,1.442358136177063,-15.996923446655273,-4.8662848472595215,-11.284425735473633,-5.621824264526367,0.6114693880081177,-8.211379051208496,-7.505671977996826,-3.7288193702697754,-5.021005630493164,-3.47200083732605,-8.410676002502441,1.615232229232788
eNTERFACE05_Dataset\subject_10_m\surprise\sentence,1\s10_su_1,10,m,surprise,5,626,4.729369640350342,1.9565864484150097e-09,1950.617919921875,1789.783935546875,42.30583953857422,35437.16796875,265,0.3491289019584656,0.09196512401103973,0.3032575249671936,247.18325805664062,29,0.12620589137077332,0.2940480411052704,0.004732426255941391,0.06879263371229172,7.446147918701172,19,1808.0157221262368,1154.7332566382156,4246.634256881955,321235.66195535887,566.7765538158392,106672.92760544797,32,1836.4129803313724,1250.2912481122862,2549.554676058081,95636.84521836345,309.25207391117596,108348.36583955097,29,3588.1980766684323,1873.388671875,6632.2265625,1204452.266412643,1097.475405834975,211703.6865234375,125,21.6049691705428,7.069802199560105,46.01918582611993,78.8675238399392,8.880738924207781,8922.852267434177,14,0.08662440413135593,0.0458984375,0.23828125,0.0015477012266067553,0.039340834086312344,5.11083984375,-141.09190368652344,118.33558654785156,-38.54696273803711,19.902908325195312,-31.264055252075195,3.231565237045288,-32.14168167114258,-4.390712738037109,-19.934642791748047,-1.0104068517684937,-15.566703796386719,-13.008849143981934,-9.185715675354004,-14.222487449645996,-5.434354782104492,-3.7395999431610107,-10.108613014221191,-6.0680718421936035,-10.530001640319824,-0.300655722618103
eNTERFACE05_Dataset\subject_10_m\surprise\sentence,2\s10_su_2,10,m,surprise,5,824,3.126958131790161,9.32764865346769e-10,733.72412109375,512.6624755859375,22.642051696777344,26210.162109375,344,0.42380064725875854,0.08881556987762451,0.2980194091796875,335.6501159667969,32,0.10026959329843521,0.24585849046707153,0.004372263327240944,0.06612309068441391,6.617793083190918,20,2068.7897271869165,1285.689111542655,4597.793955109022,545946.0727106497,738.8816364686902,136540.12199433648,28,1853.7581944402664,1320.2270042790012,2771.5766503384543,121982.96575256636,349.2605986259635,122348.04083305759,25,3946.1226029829545,2077.9541015625,6815.2587890625,1577488.9452152015,1255.9812678599953,260444.091796875,140,20.71919861799448,6.8924391205186275,44.79140796295199,78.55553105325325,8.863155817949567,9572.26976151345,16,0.12497780539772728,0.0556640625,0.39501953125,0.005438388707552402,0.07374543177412687,8.24853515625,-156.69496154785156,109.78223419189453,-44.72718048095703,20.6481990814209,-33.069583892822266,-3.565986156463623,-41.228519439697266,-5.833309173583984,-11.680693626403809,6.405219078063965,-11.96602725982666,-8.156977653503418,-6.645914077758789,-8.154097557067871,-10.415778160095215,-10.368484497070312,-4.419119834899902,-2.476217746734619,-15.078842163085938,3.80310320854187
eNTERFACE05_Dataset\subject_10_m\surprise\sentence,3\s10_su_3,10,m,surprise,5,1315,4.21075439453125,5.136771008551477e-10,834.00390625,691.373779296875,26.293987274169922,59893.7734375,574,0.4038991332054138,0.09506217390298843,0.3083215355873108,542.8404541015625,57,0.1063128337264061,0.25394168496131897,0.006972643546760082,0.08350235968828201,11.907037734985352,39,1662.6535958736697,772.0452337908443,2736.407060107512,249996.75441574006,499.99675440520616,186217.202737851,46,1811.6970987090588,1181.3140610784735,2419.6615000533698,131874.29157092868,363.1450007516676,202910.07505541458,47,3161.6317749023438,818.26171875,5813.96484375,2424621.5769625264,1557.1196411844937,354102.7587890625,283,21.94573647146644,8.01947284583563,45.75775017693744,70.04236523713462,8.369131689556248,17205.457393629687,32,0.08953421456473214,0.033203125,0.1953125,0.0017003629698741191,0.04123545767751486,10.02783203125,-223.35403442382812,125.73644256591797,-23.002370834350586,-5.366822242736816,-39.44499588012695,0.8837795257568359,-19.24989891052246,-2.7593932151794434,-22.329145431518555,4.379552364349365,-10.477012634277344,-9.072919845581055,1.4568380117416382,-7.1862006187438965,-8.350163459777832,-6.647934436798096,-11.85216236114502,-4.567568778991699,-9.748151779174805,0.9855464100837708
eNTERFACE05_Dataset\subject_10_m\surprise\sentence,4\s10_su_4,10,m,surprise,5,675,2.573899745941162,5.338587349967838e-10,413.6600341796875,312.06488037109375,17.66535758972168,22228.197265625,327,0.384000301361084,0.0859738364815712,0.2932129502296448,313.34423828125,32,0.09151187539100647,0.2316611111164093,0.003565926803275943,0.059715382754802704,6.22280740737915,24,2273.17425575551,999.1224827658928,4877.6068164964145,975361.8909779554,987.6041165254201,154575.84939137468,31,2052.8465978586423,1473.453741271998,2754.9732388056564,100478.74091930059,316.98381807168107,139593.56865438767,31,4495.05615234375,2293.2861328125,7116.7236328125,1716237.3217326754,1310.052411826594,305663.818359375,145,21.245844726933637,6.555636035965675,42.60940849919744,70.04375095682508,8.36921447668926,10113.022090020411,20,0.13179285386029413,0.03564453125,0.40869140625,0.009511496987722322,0.09752690391744384,8.9619140625,-173.49082946777344,96.03607177734375,-25.496623992919922,22.372323989868164,-40.98334503173828,7.546443939208984,-29.673545837402344,-9.253449440002441,-23.89560317993164,-3.7497425079345703,-19.954055786132812,-9.703131675720215,-8.148224830627441,-12.156098365783691,-16.444917678833008,-4.689016342163086,-10.290962219238281,-6.510551452636719,-9.523330688476562,5.025834083557129
eNTERFACE05_Dataset\subject_10_m\surprise\sentence,5\s10_su_5,10,m,surprise,5,1033,3.503560781478882,5.849545847702586e-10,1299.10693359375,947.4019165039062,30.77989387512207,49389.6953125,520,0.3677791953086853,0.09876539558172226,0.31426963210105896,489.88189697265625,54,0.09717772156000137,0.25171253085136414,0.005900844931602478,0.07681695371866226,10.786726951599121,36,2023.2623057255958,808.5820648311376,5074.81173953883,993015.6137173536,996.501687764428,224582.11593554114,55,1952.0247459087263,1202.281125545145,2917.9986159446617,195770.69745584423,442.45982581003244,216674.74679586862,45,3948.141891891892,915.1611328125,7321.2890625,3073366.915882723,1753.1020837026927,438243.75,281,22.240418584584297,7.751262769194263,48.5870107494735,75.400295767606,8.683334369215894,17280.805240222,36,0.11487366272522523,0.01318359375,0.42333984375,0.007268891513720123,0.08525779444555273,12.7509765625,-228.93032836914062,103.93303680419922,-7.487854957580566,28.99508285522461,-30.74632453918457,-3.3448026180267334,-17.449996948242188,-5.5350799560546875,-24.6585750579834,-7.821001052856445,-11.720322608947754,-6.817164897918701,-5.257741928100586,-7.112153053283691,-6.4746994972229,-4.533829689025879,-9.935134887695312,-5.812854290008545,-7.553628921508789,0.5557631254196167
eNTERFACE05_Dataset\subject_11_m\anger\sentence,1\s12_an_1,11,m,anger,0,1418,5.312314033508301,7.60319085468808e-10,802.3359985351562,771.3693237304688,27.773536682128906,70165.046875,445,0.33263999223709106,0.09031127393245697,0.30051833391189575,415.13470458984375,64,0.1382300853729248,0.24975615739822388,0.004419537726789713,0.06647960096597672,14.37592887878418,34,1522.6565584900804,879.7897097553381,4584.351692905162,486427.65620364906,697.443658085475,158356.28208296836,40,1534.057592803941,889.5284026775532,2963.833648237759,239650.38812085107,489.54099738515373,159541.98965160985,37,2864.8477407602163,1302.7587890625,7321.2890625,1953525.999762812,1397.6859446108815,297944.1650390625,261,22.296592174818684,8.666148618942202,42.845565261101015,57.66277251427631,7.593600760790385,16231.919103268003,18,0.08173076923076923,0.03271484375,0.341796875,0.0030082707574381634,0.05484770512462817,8.5,-162.51806640625,145.41412353515625,-45.693565368652344,13.20164966583252,-23.624549865722656,-4.244141578674316,-37.8192253112793,-2.191134452819824,-27.517822265625,-21.408296585083008,-3.295441150665283,-17.65289306640625,-8.64680004119873,-0.6358729004859924,-16.360000610351562,-4.135231971740723,-7.253279685974121,-6.142184734344482,-4.289818286895752,-1.3985228538513184
eNTERFACE05_Dataset\subject_11_m\anger\sentence,2\s12_an_2,11,m,anger,0,1177,5.570394992828369,7.192372808439984e-10,1148.2052001953125,1163.0120849609375,34.102962493896484,70744.015625,426,0.3111487925052643,0.09444747865200043,0.3073230981826782,373.3785400390625,53,0.14292927086353302,0.2644987404346466,0.004482191056013107,0.06694916635751724,14.292926788330078,24,1613.4135284311944,1030.400465749442,4569.640660490188,519172.68712440575,720.5363884804193,161341.35284311944,41,1610.020083369886,1116.203658009831,2685.5395326710186,147012.2936055159,383.42182202571087,161002.0083369886,34,3010.55712890625,1550.390625,6772.1923828125,1576744.0113565922,1255.684678315616,301055.712890625,253,22.696160015010214,7.948420926173887,44.5044920860551,57.71564162008454,7.597081125016669,15887.31201050715,24,0.084248046875,0.021484375,0.349609375,0.0035596343040466306,0.059662670942949164,8.4248046875,-158.65689086914062,131.27755737304688,-44.669498443603516,12.943390846252441,-24.12375259399414,5.381971836090088,-32.02409744262695,-5.462231636047363,-32.389251708984375,-22.094715118408203,-3.943632125854492,-10.415584564208984,-3.5587410926818848,-8.566563606262207,-18.16442108154297,0.5270769596099854,-4.144497871398926,-6.597562313079834,-5.077669620513916,-0.4034964442253113
eNTERFACE05_Dataset\subject_11_m\anger\sentence,3\s12_an_3,11,m,anger,0,719,5.031275749206543,5.449026785342426e-10,1147.4500732421875,1352.1380615234375,36.77143096923828,40894.2109375,279,0.33058664202690125,0.09419073909521103,0.3069050908088684,253.89053344726562,35,0.1299629658460617,0.2420174926519394,0.005369245074689388,0.0732751339673996,8.31762981414795,26,1396.2499876416134,949.2331423159732,2099.1164362232757,120658.08922782636,347.3587327645965,89359.99920906326,25,1441.9041122452404,1006.8123966518814,2222.4890756930304,141037.00242733132,375.5489347972263,92281.86318369539,26,2635.462188720703,1162.79296875,5254.1015625,1274180.2741581341,1128.7959399989593,168669.580078125,165,23.089925164859324,7.829747453662757,51.30329038877964,57.129539482721306,7.558408528435156,10344.286473856977,28,0.0729522705078125,0.0419921875,0.1220703125,0.0003793665673583746,0.019477334708793568,4.6689453125,-192.34619140625,148.1590576171875,-47.26177215576172,5.714958190917969,-25.353885650634766,-7.5755934715271,-26.31361198425293,-2.655970335006714,-25.704866409301758,-16.288692474365234,-1.7882992029190063,-15.150876998901367,0.7051828503608704,-4.43174934387207,-15.645566940307617,3.0541868209838867,-5.573037147521973,-6.415036201477051,-3.7825663089752197,0.11566297709941864
eNTERFACE05_Dataset\subject_11_m\anger\sentence,4\s12_an_4,11,m,anger,0,1217,4.438021183013916,6.342660840985559e-10,1646.7772216796875,1322.384033203125,36.36459732055664,65380.9296875,571,0.3544067442417145,0.09715878218412399,0.31170302629470825,493.33416748046875,60,0.11321181803941727,0.28667500615119934,0.006809856742620468,0.08252185583114624,13.13257122039795,44,1553.5161727877035,905.0688185009939,2765.0927106737076,260682.92425603647,510.57117452519435,180207.8760433736,48,1600.811078174246,982.9793201031642,2716.7284339982803,256923.27810451214,506.87599874576046,185694.08506821253,44,3087.1373669854524,1453.4912109375,6169.2626953125,1904985.24379375,1380.2120285643616,358107.9345703125,274,22.333179382121962,8.718373674390618,44.11782460037607,58.375166102029624,7.640364265009203,18134.541658283033,35,0.08075582570043104,0.0361328125,0.21533203125,0.001436861513202454,0.037905956170534126,9.36767578125,-214.4058837890625,133.99449157714844,-37.2004280090332,11.003745079040527,-10.736355781555176,-2.397162914276123,-26.087953567504883,-5.343946933746338,-24.794641494750977,-20.771381378173828,-2.9949612617492676,-14.590161323547363,-3.6365134716033936,-7.763062000274658,-15.33565616607666,-0.36876484751701355,-5.160766124725342,-4.9554901123046875,-5.730923175811768,-0.8414744138717651
